Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,895,0,6,8.912848590322973,3.5683689930010587,103.50587402353995,883.0,1.4942126313732758,0.0,6,6,7,8,15,32,40,52,100,100,100
GET,GET /api/exam-sheets,534,0,7,7.182851451848483,4.101397993508726,50.88911598431878,2253.932584269663,0.8915190448640551,0.0,7,7,8,8,9,10,12,16,51,51,51
GET,GET /api/exam-sheets (progress),374,0,7,6.919353891971501,4.161944991210476,13.932613015640527,2254.2326203208554,0.6243972336688326,0.0,7,7,7,8,8,10,11,12,14,14,14
GET,GET /api/exam-sheets (setup),25,0,46,54.5933846780099,14.23212798545137,118.6829739890527,2254.12,0.041737782999253514,0.0,46,67,76,86,90,110,120,120,120,120,120
GET,GET /api/exams,763,0,7,7.8131121536442185,4.569404991343617,47.86542899091728,818.0,1.2738371371372172,0.0,7,8,8,8,9,11,14,17,48,48,48
GET,GET /api/exams (setup),25,0,74,68.1291389989201,31.160268001258373,115.244171989616,818.0,0.041737782999253514,0.0,74,77,78,83,90,110,120,120,120,120,120
GET,GET /api/exams/{id},732,0,5,5.415164951155219,3.0490940262097865,37.1179909852799,271.3114754098361,1.2220822862181429,0.0,5,5,6,6,7,8,9,11,37,37,37
GET,GET /api/final-results,208,0,7,6.859064966892429,4.154819995164871,13.840949017321691,2958.0,0.34725835455378923,0.0,7,7,7,8,9,10,11,13,14,14,14
GET,GET /api/questions,605,0,7,7.669542452045293,4.5313379960134625,80.7838459732011,6742.2446280991735,1.010054348581935,0.0,7,7,8,8,9,10,15,23,81,81,81
GET,GET /api/questions (setup),25,0,49,52.479431197280064,14.241861994378269,93.18531100871041,6742.64,0.041737782999253514,0.0,49,60,71,78,90,91,93,93,93,93,93
GET,GET /api/questions (switch),211,0,7,7.249974573535351,4.451062006410211,23.124261992052197,6743.350710900474,0.3522668885136997,0.0,7,7,8,8,9,10,13,17,23,23,23
GET,GET /api/student-responses,375,0,15,15.563806310063228,10.384964989498258,74.29545000195503,19877.946666666667,0.6260667449888028,0.0,15,16,16,17,19,21,25,26,74,74,74
GET,GET /api/student-responses (load sheet),918,0,15,18.20068738275803,10.116656019818038,662.3752099985722,19878.632897603486,1.5326113917325892,0.0,15,16,17,17,21,27,65,79,660,660,660
GET,GET /api/students,369,0,10,12.291368751311524,6.780785013688728,54.09387600957416,13022.0,0.616049677068982,0.0,10,10,11,13,21,31,41,51,54,54,54
POST,POST /api/authenticate,25,0,1900.0,1834.7793158434797,1643.5169960022904,2009.4967519980855,655.0,0.041737782999253514,0.0,1900,1900,1900,1900,2000,2000,2000,2000,2000,2000,2000
PUT,PUT /api/student-responses (grade),856,0,47,52.29086216412529,28.86080599273555,183.1607669882942,396.43107476635515,1.4291016898944404,0.0,47,52,56,60,74,91,110,120,180,180,180
,Aggregated,6940,0,8,22.19207095124347,3.0490940262097865,2009.4967519980855,5891.3390489913545,11.586408560592776,0.0,8,13,15,17,44,54,77,95,1900,2000,2000
