Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,1804,0,4,6.648239932847172,3.27630999890971,174.05924100239645,883.0,3.0113509500012485,0.0,4,5,5,5,7,14,38,49,140,170,170
GET,GET /api/exam-sheets,1090,0,5,5.664783211917843,3.7770179988001473,81.60829299959005,2253.9614678899084,1.819496970898759,0.0,5,5,5,6,7,8,11,26,74,82,82
GET,GET /api/exam-sheets (progress),877,0,5,5.543366715012271,3.8417499999923166,79.40839799994137,2254.157354618016,1.4639438930992767,0.0,5,5,5,6,6,7,10,19,79,79,79
GET,GET /api/exam-sheets (setup),50,0,54,66.16751803980151,10.949758998322068,150.57797500048764,2253.76,0.08346316380269536,0.0,58,76,88,96,140,150,150,150,150,150,150
GET,GET /api/exams,1488,0,5,6.171224770772217,4.293481000786414,87.504186998558,818.0,2.483863754768214,0.0,5,6,6,6,7,9,13,29,77,88,88
GET,GET /api/exams (setup),50,0,75,83.95939098030794,8.432272999925772,192.46926699997857,818.0,0.08346316380269536,0.0,76,93,110,120,160,170,190,190,190,190,190
GET,GET /api/exams/{id},1540,0,4,4.81747626236265,2.921090999734588,203.67240700215916,271.3558441558442,2.570665445123017,0.0,4,4,4,4,5,6,9,28,140,200,200
GET,GET /api/final-results,352,0,5,5.54443114768591,3.8172400018083863,75.80202800090774,2958.0,0.5875806731709754,0.0,5,5,5,5,6,8,11,29,76,76,76
GET,GET /api/questions,1093,0,5,5.889352066801708,4.086617998837028,165.45385399876977,6742.298261665142,1.8245047607269207,0.0,5,5,6,6,7,8,10,18,81,170,170
GET,GET /api/questions (setup),50,0,60,67.64763036029763,14.047463002498262,206.5166569991561,6741.72,0.08346316380269536,0.0,60,80,86,92,130,150,210,210,210,210,210
GET,GET /api/questions (switch),452,0,5,5.811896194680117,4.045387002406642,82.53147000141325,6743.130530973452,0.7545070007763661,0.0,5,5,6,6,7,8,11,25,83,83,83
GET,GET /api/student-responses,786,0,11,13.73018796175182,9.563671999785583,478.099165000458,19880.27989821883,1.312040934978371,0.0,11,12,13,13,15,17,21,86,480,480,480
GET,GET /api/student-responses (load sheet),1774,0,11,16.04823182128994,9.413506999408128,251.2820970005123,19880.020856820745,2.9612730517196315,0.0,11,12,13,13,16,26,99,140,230,250,250
GET,GET /api/students,735,0,7,10.890623458490278,5.960849000985036,201.39549800296663,13022.0,1.2269085078996218,0.0,7,8,9,9,14,34,50,84,200,200,200
POST,POST /api/authenticate,50,0,3900.0,3530.602234379985,877.5920599982783,4153.0730510021385,655.0,0.08346316380269536,0.0,3900,4000,4000,4000,4000,4100,4200,4200,4200,4200,4200
PUT,PUT /api/student-responses (grade),1653,0,85,102.94235985475812,25.68482299830066,1092.7571110005374,395.8421052631579,2.7592921953171086,0.0,85,100,120,130,170,220,280,380,680,1100,1100
,Aggregated,13844,0,6,32.90202285926632,2.921090999734588,4153.0730510021385,5833.728618896273,23.109280793690292,0.0,6,10,11,13,67,100,160,220,4000,4100,4200
