Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,183,0,29,33.88232236577464,19.11011099582538,271.11047899961704,883.0,0.6118774859876487,0.0,29,32,35,38,44,54,60,260,270,270,270
GET,GET /api/exam-sheets,114,0,15,19.520792763056274,8.153188005962875,192.74333900102647,2253.2894736842104,0.3811695814349287,0.0,15,21,24,25,31,33,36,73,190,190,190
GET,GET /api/exam-sheets (progress),89,0,13,15.70958865193645,7.085853998432867,40.29578300105641,2254.1685393258426,0.29757976094481275,0.0,13,16,20,22,27,30,35,40,40,40,40
GET,GET /api/exam-sheets (setup),10,0,1100.0,1081.2226064997958,998.1926210020902,1138.0158079991816,2253.4,0.03343592819604638,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,GET /api/exams,156,0,14,17.006098525552005,6.713927999953739,55.376905998855364,818.0,0.5216004798583235,0.0,14,18,21,23,27,35,39,50,55,55,55
GET,GET /api/exams (setup),10,0,390.0,390.0382190993696,341.26507100154413,458.0676420009695,818.0,0.03343592819604638,0.0,390,390,400,430,460,460,460,460,460,460,460
GET,GET /api/exams/{id},152,0,9,11.605946802343457,5.250702997727785,69.9457269947743,271.1842105263158,0.5082261085799049,0.0,10,11,13,15,19,23,30,45,70,70,70
GET,GET /api/final-results,39,0,15,24.393136358599012,6.543638999573886,289.93044499657117,2958.0,0.13040011996458087,0.0,15,18,21,25,37,59,290,290,290,290,290
GET,GET /api/questions,99,0,13,19.396954000062625,7.764158995996695,251.91301199811278,6741.171717171717,0.3310156891408591,0.0,13,16,19,21,33,42,84,250,250,250,250
GET,GET /api/questions (setup),10,0,260.0,282.1435941987147,251.83429399476154,362.91828099638224,6740.8,0.03343592819604638,0.0,280,290,290,330,360,360,360,360,360,360,360
GET,GET /api/questions (switch),34,0,12,15.968483234995373,5.8842569997068495,66.04183199669933,6741.882352941177,0.11368215586655768,0.0,12,16,18,19,26,41,66,66,66,66,66
GET,GET /api/student-responses,72,0,26,39.24556351426468,14.58705199911492,526.4258749957662,18475.472222222223,0.2407386830115339,0.0,27,32,37,47,57,74,110,530,530,530,530
GET,GET /api/student-responses (load sheet),185,0,29,50.23387542696091,14.479447003395762,518.1369929996436,18127.67027027027,0.6185646716268579,0.0,29,38,45,50,75,170,410,490,520,520,520
GET,GET /api/students,67,0,36,40.157513313756475,21.780087001388893,110.14053500548471,13022.0,0.22402071891351072,0.0,36,42,47,49,58,73,80,110,110,110,110
POST,POST /api/authenticate,10,0,1500.0,1515.283423299843,1484.8499590007123,1552.1759240000392,655.0,0.03343592819604638,0.0,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600
PUT,PUT /api/student-responses (grade),178,0,59,67.65277003939721,36.46652500174241,255.2629230049206,398.80337078651684,0.5951595218896255,0.0,59,66,74,80,92,130,170,230,260,260,260
,Aggregated,1408,0,24,54.82540884438756,5.250702997727785,1552.1759240000392,5349.333096590909,4.707778690003329,0.0,24,32,41,48,67,110,390,1100,1500,1600,1600
