Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,3600,0,4,8.18432103894237,3.2212779915425926,309.6910319873132,1765.0,6.00342947173868,0.0,4,5,6,7,14,32,48,56,190,310,310
GET,GET /api/exam-sheets,2217,0,5,5.797343402569038,3.601273987442255,285.7741129992064,2256.0040595399187,3.697111983012404,0.0,5,5,5,6,7,8,11,17,190,290,290
GET,GET /api/exam-sheets (progress),1667,0,5,6.272654013692032,3.6089380155317485,286.4199110190384,2256.0623875224956,2.77992136927455,0.0,5,5,5,6,7,8,12,25,240,290,290
GET,GET /api/exam-sheets (setup),100,0,84,117.2965816402575,5.15187400742434,1863.9708160189912,2255.65,0.1667619297705189,0.0,85,120,140,170,200,280,320,1900,1900,1900,1900
GET,GET /api/exams,3092,0,5,6.463471576153167,4.199388989945874,157.16121799778193,1639.0,5.156278868504444,0.0,5,6,6,7,8,10,12,16,130,160,160
GET,GET /api/exams (setup),100,0,100.0,166.5023805591045,5.492489988682792,1091.6877099953126,1639.0,0.1667619297705189,0.0,110,150,170,190,470,740,740,1100,1100,1100,1100
GET,GET /api/exams/{id},2930,0,4,5.454891128902587,2.8028369997628033,2096.179504005704,272.05733788395906,4.886124542276203,0.0,4,4,4,4,5,6,9,13,290,2100,2100
GET,GET /api/final-results,766,0,5,5.669098855032739,3.5798739991150796,202.3281650035642,2958.0,1.2773963820421748,0.0,5,5,5,6,7,8,13,24,200,200,200
GET,GET /api/questions,2207,0,5,5.848791070699065,4.049558017868549,292.54514299100265,6756.978704123244,3.680435790035352,0.0,5,5,6,6,7,9,11,13,99,290,290
GET,GET /api/questions (setup),100,0,77,98.06405764917145,4.893019999144599,424.4209210155532,6757.75,0.1667619297705189,0.0,82,110,140,160,200,250,260,420,420,420,420
GET,GET /api/questions (switch),858,0,5,5.712365529701843,4.140409000683576,53.01564998808317,6757.785547785547,1.430817357431052,0.0,5,5,6,6,7,9,11,16,53,53,53
GET,GET /api/student-responses,1529,0,12,14.472694277933611,9.227533999364823,410.9327170008328,19879.591890124266,2.5497899061912337,0.0,12,13,14,14,17,20,25,40,400,410,410
GET,GET /api/student-responses (load sheet),3560,0,12,19.46821758368908,9.3015439924784,552.6972770167049,19879.955898876404,5.936724699830473,0.0,12,13,14,15,18,25,160,250,390,550,550
GET,GET /api/students,1463,0,7,11.863292016142116,5.612809996819124,325.6884090078529,13022.0,2.4397270325426916,0.0,7,8,10,11,19,35,46,62,290,330,330
POST,POST /api/authenticate,100,0,6100.0,5902.365953431581,360.1318339933641,7786.165280005662,655.0,0.1667619297705189,0.0,6100,7300,7400,7500,7600,7600,7700,7800,7800,7800,7800
PUT,PUT /api/student-responses (grade),3397,0,47,53.034001605233335,25.07244300795719,641.0908919933718,396.7509567265234,5.664902754304527,0.0,47,54,60,65,77,89,110,130,470,640,640
,Aggregated,27686,0,6,37.14020399536349,2.8028369997628033,7786.165280005662,6019.512425052373,46.16970787626586,0.0,6,10,12,14,43,60,94,170,7400,7700,7800
