Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,10312,0,11000.0,11368.758830339439,4627.243702998385,16145.310751002398,883.0,17.186245291349504,0.0,11000,12000,12000,12000,13000,13000,14000,14000,15000,16000,16000
GET,GET /api/exam-sheets,6138,0,11000.0,11260.017491714292,4729.428345002816,15899.193399003707,2254.0454545454545,10.22974918525051,0.0,11000,12000,12000,12000,12000,13000,13000,14000,15000,16000,16000
GET,GET /api/exam-sheets (progress),4131,0,11000.0,11313.506477527573,9039.59998699429,15438.087451999309,2254.00871459695,6.884831196524903,0.0,11000,12000,12000,12000,12000,13000,13000,13000,14000,15000,15000
GET,GET /api/exam-sheets (setup),4000,0,7600.0,33933.52396719749,4594.859805991291,189888.37111298926,2254.00975,6.666503216194532,0.0,7600,8400,34000,85000,137000,178000,179000,180000,182000,190000,190000
GET,GET /api/exams,8085,0,11000.0,11237.016624835886,4703.594828009955,16137.743127997965,818.0,13.474669625733197,0.0,11000,12000,12000,12000,12000,13000,13000,14000,15000,16000,16000
GET,GET /api/exams (setup),4000,0,100000.0,100588.31338587857,5652.094549004687,193639.17536000372,818.0,6.666503216194532,0.0,100000,137000,150000,164000,177000,189000,192000,192000,193000,194000,194000
GET,GET /api/exams/{id},7985,0,11000.0,11233.813592382736,4598.698096000589,15855.738354992354,271.3264871634314,13.308007045328335,0.0,11000,12000,12000,12000,12000,13000,13000,14000,15000,16000,16000
GET,GET /api/final-results,1978,0,11000.0,11232.183939416156,5027.33357300167,15287.442465996719,2958.0,3.2965858404081962,0.0,11000,12000,12000,12000,12000,13000,13000,14000,15000,15000,15000
GET,GET /api/questions,6102,0,11000.0,10786.082306635617,4859.786589993746,14941.32471299963,6742.408718452966,10.169750656304759,0.0,11000,11000,11000,11000,12000,12000,13000,13000,14000,15000,15000
GET,GET /api/questions (setup),4000,0,6600.0,11635.930756283684,4616.368738003075,137953.2231119956,6742.35825,6.666503216194532,0.0,6600,7100,7400,7600,8600,85000,126000,128000,138000,138000,138000
GET,GET /api/questions (switch),2018,0,11000.0,10827.236415651138,8995.246189995669,14313.344766007503,6742.660059464817,3.3632508725701413,0.0,11000,11000,11000,11000,12000,12000,12000,12000,13000,14000,14000
GET,GET /api/student-responses,3942,0,22000.0,21583.273496781156,6255.825664004078,25504.79568699666,19879.153475393203,6.569838919559712,0.0,22000,22000,22000,22000,23000,23000,24000,24000,25000,26000,26000
GET,GET /api/student-responses (load sheet),12347,0,22000.0,21392.18342738456,5234.795158001361,26308.739751999383,19878.268162306635,20.57782880258847,0.0,22000,22000,22000,22000,23000,23000,23000,24000,25000,26000,26000
GET,GET /api/students,3942,0,22000.0,21704.03950251587,8339.541209003073,25914.806083004805,13022.0,6.569838919559712,0.0,22000,22000,22000,22000,23000,23000,24000,24000,25000,26000,26000
POST,POST /api/authenticate,4000,0,103000.0,106492.74752122637,12944.030597005622,199960.33448800154,655.0,6.666503216194532,0.0,110000,140000,159000,169000,188000,197000,199000,199000,200000,200000,200000
PUT,PUT /api/student-responses (grade),8014,0,12000.0,11701.604206412761,9083.511510005337,16152.736101998016,396.37172448215625,13.356339193645745,0.0,12000,12000,12000,12000,13000,13000,13000,14000,15000,16000,16000
,Aggregated,90994,0,12000.0,22668.174792139856,4594.859805991291,199960.33448800154,5734.656328988724,151.6529484136013,0.0,12000,13000,21000,22000,23000,103000,161000,179000,199000,200000,200000
