Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,916,0,7,9.548392590214387,2.7717920020222664,103.15866701421328,1190.0,3.0590884176835775,0.0,7,9,10,11,14,21,38,57,100,100,100
GET,GET /api/exam-sheets,563,0,8,9.50186168253885,2.700625016586855,80.6046669895295,1709.0266429840142,1.8802039073753867,0.0,8,9,10,11,14,20,34,54,81,81,81
GET,GET /api/exam-sheets (progress),435,0,7,9.040888701364848,2.495125023415312,63.11141699552536,1746.4781609195402,1.4527330367820483,0.0,7,9,10,11,14,20,30,36,63,63,63
GET,GET /api/exam-sheets (setup),50,0,6,5.815970801049843,2.646000008098781,10.283666983013973,1637.84,0.1669808088255228,0.0,6,7,7,8,9,9,10,10,10,10,10
GET,GET /api/exams,752,0,9,11.63807763437712,3.1811669759918004,160.6090419809334,1068.0,2.5113913647358626,0.0,9,10,12,13,16,29,56,71,160,160,160
GET,GET /api/exams (setup),50,0,7,11.103872620151378,3.4060420002788305,59.022041998105124,1068.0,0.1669808088255228,0.0,7,8,9,10,16,51,59,59,59,59,59
GET,GET /api/exams/{id},714,0,7,8.17536101446628,2.416542003629729,83.84341700002551,266.0266106442577,2.3844859500284654,0.0,7,8,9,9,12,18,32,43,84,84,84
GET,GET /api/final-results,187,0,7,8.22912832755685,2.859125001123175,46.6289590112865,1134.0,0.6245082250074552,0.0,7,8,9,10,11,18,29,36,47,47,47
GET,GET /api/questions,534,0,8,9.815178178024063,3.2200839777942747,70.55683300131932,6415.063670411985,1.7833550382565835,0.0,8,10,11,12,15,21,29,45,71,71,71
GET,GET /api/questions (setup),50,0,6,6.566214119084179,3.0801249959040433,13.96833301987499,6273.46,0.1669808088255228,0.0,6,7,7,8,11,13,14,14,14,14,14
GET,GET /api/questions (switch),208,0,8,10.45194447103243,3.6150419909972697,69.95341699803248,6198.653846153846,0.6946401647141748,0.0,8,9,11,13,17,26,40,52,70,70,70
GET,GET /api/student-responses,370,0,13,16.832515961062665,5.901291006011888,126.2372079945635,20128.681081081082,1.2356579853088687,0.0,13,16,19,21,25,33,66,86,130,130,130
GET,GET /api/student-responses (load sheet),737,0,14,16.900438166738727,5.76441700104624,142.09862501593307,20128.521031207598,2.461297122088206,0.0,14,17,20,22,26,36,58,74,140,140,140
GET,GET /api/students,380,0,11,13.864734657966581,3.9483339933212847,102.19470801530406,13140.0,1.2690541470739731,0.0,11,13,15,16,20,31,63,80,100,100,100
POST,POST /api/authenticate,50,0,100,122.23843422019854,94.48387500015087,265.1597500080243,655.0,0.1669808088255228,0.0,110,110,110,130,260,260,270,270,270,270,270
PUT,PUT /api/student-responses (grade),668,0,14,18.27133976194581,5.134416016517207,283.176833007019,400.4191616766467,2.2308636059089846,0.0,14,17,19,21,26,34,71,130,280,280,280
,Aggregated,6664,0,9,12.75744201953536,2.416542003629729,283.176833007019,5515.721488595438,22.25520220026568,0.0,9,11,13,15,21,29,59,95,200,280,280
