Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,7436,0,1700.0,1809.4671009502986,372.69933499919716,6667.301645000407,883.0,24.748292128820452,0.0,1700,2000,2200,2300,2700,3100,3600,3900,5100,6700,6700
GET,GET /api/exam-sheets,4525,0,1600.0,1671.680512952609,330.67038200533716,6186.238661997777,2254.038453038674,15.059981425889262,0.0,1600,1800,2000,2100,2500,2900,3300,3700,4800,6200,6200
GET,GET /api/exam-sheets (progress),3396,0,1600.0,1622.7857056178752,382.0232119978755,5061.834307998652,2253.96554770318,11.302474457971256,0.0,1600,1800,1900,2000,2400,2700,3000,3400,4600,5100,5100
GET,GET /api/exam-sheets (setup),1000,0,4300.0,8026.919682207936,777.9937969971797,46013.65349099797,2254.102,3.328172690804257,0.0,4300,4500,5600,5800,19000,43000,44000,44000,46000,46000,46000
GET,GET /api/exams,5925,0,1600.0,1650.437717628177,334.02587099408265,5882.991354003025,818.0,19.71942319301522,0.0,1600,1800,2000,2100,2500,2800,3300,3600,4600,5900,5900
GET,GET /api/exams (setup),1000,0,18000.0,21244.05358596286,718.4419480036013,46742.57506900176,818.0,3.328172690804257,0.0,18000,30000,33000,36000,43000,44000,44000,45000,47000,47000,47000
GET,GET /api/exams/{id},5784,0,1500.0,1630.2950356404144,331.1101840008632,6297.006380002131,271.3544260027663,19.25015084361182,0.0,1500,1800,2000,2100,2500,2800,3400,3700,4700,6300,6300
GET,GET /api/final-results,1495,0,1600.0,1664.8300122388516,409.8693209962221,5399.839781995979,2958.0,4.975618172752364,0.0,1600,1800,2000,2100,2400,2700,3500,3800,5300,5400,5400
GET,GET /api/questions,4498,0,1100.0,1196.0505942392388,309.92582199542085,4420.320784003707,6742.26345042241,14.970120763237547,0.0,1100,1300,1400,1500,1800,2200,2500,2900,4100,4400,4400
GET,GET /api/questions (setup),1000,0,1900.0,3652.818491663901,759.311390997027,45681.13736400119,6742.594,3.328172690804257,0.0,1900,2500,3200,3600,4200,5700,43000,43000,46000,46000,46000
GET,GET /api/questions (switch),1753,0,1100.0,1171.1232782817842,283.5786680007004,3915.7006829991587,6742.1671420422135,5.834286726979862,0.0,1100,1300,1400,1500,1800,2000,2300,2400,3900,3900,3900
GET,GET /api/student-responses,2927,0,2400.0,2494.1677492774265,601.9187069978216,7434.149259002879,19879.508028698325,9.74156146598406,0.0,2400,2600,2800,3000,3400,4000,4700,5100,7000,7400,7400
GET,GET /api/student-responses (load sheet),7896,0,2500.0,2714.810112727113,426.501265996194,7953.267111995956,19876.90666160081,26.27925156659041,0.0,2500,2800,3100,3400,4200,4800,5500,5900,7200,8000,8000
GET,GET /api/students,2938,0,2400.0,2545.1625178665986,586.4956489967881,7813.741794001544,13022.0,9.778171365582907,0.0,2400,2700,2900,3100,3500,4000,4600,5000,6800,7800,7800
POST,POST /api/authenticate,1000,0,32000.0,32689.80701691697,8272.134404003737,55830.49104300153,655.0,3.328172690804257,0.0,32000,40000,48000,49000,50000,55000,56000,56000,56000,56000,56000
PUT,PUT /api/student-responses (grade),6835,0,1900.0,2014.8936447622252,429.45210600009887,5427.679892993183,396.7094367227505,22.748060341647093,0.0,1900,2200,2400,2500,2800,3200,3700,4000,4800,5400,5400
,Aggregated,59408,0,1800.0,2882.783319074558,283.5786680007004,55830.49104300153,5790.117307433342,197.7200832152993,0.0,1800,2200,2500,2600,3400,4500,25000,41000,55000,56000,56000
