Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782430991,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782430992,5,,Aggregated,0.000000,0.000000,10,11,13,13,100,110,110,110,110,110,110,31,0,10,24.34032383908127,5.562874983297661,108.63287499523722,6057.8387096774195
1782430993,10,,Aggregated,0.000000,0.000000,9,10,13,13,110,110,110,120,120,120,120,63,0,9,24.533344569915375,3.814249997958541,116.16774997673929,6014.523809523809
1782430994,15,,Aggregated,0.000000,0.000000,9,11,13,14,110,110,110,120,120,120,120,96,0,9,24.57941926998804,3.558666998287663,116.16774997673929,5589.541666666667
1782430995,20,,Aggregated,15.500000,0.000000,9,11,13,16,110,110,110,110,120,120,120,134,0,9,24.165293551701705,3.558666998287663,116.16774997673929,5785.679104477612
1782430996,25,,Aggregated,21.000000,0.000000,9,11,13,15,100,110,110,110,120,120,120,171,0,9,23.4075499472497,3.416207997361198,116.16774997673929,5650.140350877193
1782430997,30,,Aggregated,24.000000,0.000000,8,10,13,15,100,110,110,110,120,120,120,209,0,8,22.973955717243022,3.416207997361198,116.16774997673929,5541.492822966507
1782430998,35,,Aggregated,27.000000,0.000000,10,13,19,39,110,120,130,130,200,200,200,254,0,10,28.458031306321015,3.416207997361198,202.44166601332836,5792.397637795276
1782430999,40,,Aggregated,28.500000,0.000000,10,13,18,30,100,110,130,130,200,200,200,295,0,10,26.955142904712297,3.2528750016354024,202.44166601332836,5946.606779661017
1782431000,45,,Aggregated,30.000000,0.000000,9,12,17,26,100,110,120,130,200,200,200,342,0,9,25.99407478338802,3.2528750016354024,202.44166601332836,5834.084795321637
1782431001,50,,Aggregated,31.875000,0.000000,9,12,16,26,100,110,120,130,200,200,200,383,0,9,25.487841584466825,3.2528750016354024,202.44166601332836,5759.221932114882
