Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,178,0,9,11.991876034504928,4.7825789952185005,96.46370700647822,883.0,0.5958715350979034,0.0,9,10,12,13,21,31,46,56,96,96,96
GET,GET /api/exam-sheets,113,0,10,12.754976708018036,5.677988003299106,110.59733799629612,2253.973451327434,0.37827799700035436,0.0,10,12,13,14,16,19,24,93,110,110,110
GET,GET /api/exam-sheets (progress),93,0,11,11.126887892333475,5.725269998947624,22.335418994771317,2253.6129032258063,0.31132613912418544,0.0,11,12,13,13,15,17,22,22,22,22,22
GET,GET /api/exam-sheets (setup),10,0,390.0,391.82244399999036,384.66350600356236,402.2823289997177,2256.1,0.03347592893808445,0.0,390,400,400,400,400,400,400,400,400,400,400
GET,GET /api/exams,157,0,10,11.97441313984866,6.304704998910893,78.94615500117652,818.0,0.5255720843279259,0.0,10,12,13,14,16,19,23,40,79,79,79
GET,GET /api/exams (setup),10,0,200.0,205.83055310125928,180.65311000100337,240.85208900214639,818.0,0.03347592893808445,0.0,200,210,220,230,240,240,240,240,240,240,240
GET,GET /api/exams/{id},156,0,8,8.76390022406271,4.790447004779708,35.79136700136587,271.3205128205128,0.5222244914341175,0.0,8,9,10,10,12,15,18,25,36,36,36
GET,GET /api/final-results,37,0,9,9.92541043249091,5.327920000127051,32.08749599434668,2958.0,0.12386093707091249,0.0,9,9,10,12,16,17,32,32,32,32,32
GET,GET /api/questions,105,0,10,10.559811905286985,6.629814000916667,19.4155760036665,6742.552380952381,0.3514972538498868,0.0,10,11,11,12,14,16,18,18,19,19,19
GET,GET /api/questions (setup),10,0,130.0,143.05849349912023,113.7173739989521,207.15673900122056,6747.7,0.03347592893808445,0.0,140,140,160,180,210,210,210,210,210,210,210
GET,GET /api/questions (switch),37,0,10,11.394176431978751,6.486924001364969,25.772257999051362,6743.1621621621625,0.12386093707091249,0.0,10,12,12,12,20,23,26,26,26,26,26
GET,GET /api/student-responses,78,0,21,24.369068473998386,11.965810001129285,195.64669099781895,18485.897435897437,0.26111224571705877,0.0,21,24,26,27,32,42,46,200,200,200,200
GET,GET /api/student-responses (load sheet),181,0,19,28.583143740348604,12.02117000502767,223.74270699947374,18493.729281767955,0.6059143137793287,0.0,19,22,23,26,45,94,150,210,220,220,220
GET,GET /api/students,70,0,13,16.993305071498202,7.83085500006564,63.77297099970747,13022.0,0.2343315025665912,0.0,13,15,20,23,31,39,41,64,64,64,64
POST,POST /api/authenticate,10,0,760.0,759.894942399842,729.5458730004611,784.4122429960407,655.0,0.03347592893808445,0.0,760,760,770,770,780,780,780,780,780,780,780
PUT,PUT /api/student-responses (grade),184,0,55,61.27354599970125,34.30774400476366,149.86707999923965,401.04891304347825,0.615957092460754,0.0,55,60,66,72,84,110,130,150,150,150,150
,Aggregated,1429,0,12,31.000481207146574,4.7825789952185005,784.4122429960407,5415.31700489853,4.783710245252268,0.0,12,17,22,29,58,88,200,390,770,780,780
