Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,3506,0,4,22.81592790613759,3.123719994619023,1475.1803390026907,883.0,11.698288318249107,0.0,4,7,12,17,41,57,110,520,1300,1500,1500
GET,GET /api/exam-sheets,2072,0,4,12.214420547822053,3.424893999181222,1768.775557000481,2254.120173745174,6.9135349102715775,0.0,4,5,5,6,7,10,23,220,1100,1800,1800
GET,GET /api/exam-sheets (progress),1606,0,5,12.232534596530318,3.5673230013344437,1142.7558050054358,2253.9850560398504,5.358656885085016,0.0,5,5,5,6,7,11,23,230,1100,1100,1100
GET,GET /api/exam-sheets (setup),200,0,700.0,836.012470999849,13.69797299412312,2778.8630740033113,2254.075,0.6673296245435886,0.0,700,860,1200,1300,1400,2300,2800,2800,2800,2800,2800
GET,GET /api/exams,2806,0,5,12.682123515601308,3.9724599992041476,1259.9178980017314,818.0,9.362634632346547,0.0,5,6,6,7,9,12,30,220,960,1300,1300
GET,GET /api/exams (setup),200,0,690.0,1256.135533780107,121.12503800017294,5201.472881999507,818.0,0.6673296245435886,0.0,720,1300,1500,2300,3700,3700,3800,4900,5200,5200,5200
GET,GET /api/exams/{id},2858,0,4,12.595034614692732,2.7116739947814494,1888.0943750045844,271.35129461161654,9.53614033472788,0.0,4,4,4,4,6,8,30,320,1200,1900,1900
GET,GET /api/final-results,712,0,4,8.125122530983706,3.3966949995374307,1121.549388000858,2958.0,2.375693463375175,0.0,4,5,5,5,7,9,12,16,1100,1100,1100
GET,GET /api/questions,2108,0,5,14.24605548246365,3.708012998686172,1296.1783569990075,6742.875237191651,7.0336542426894235,0.0,5,5,6,6,8,11,33,370,1300,1300,1300
GET,GET /api/questions (setup),200,0,580.0,697.2132821399646,11.252823998802342,2330.399722995935,6742.525,0.6673296245435886,0.0,580,740,900,1000,1600,1600,1800,2300,2300,2300,2300
GET,GET /api/questions (switch),802,0,5,11.654927386692739,3.9078439949662425,860.4710930012516,6742.1134663341645,2.67599179441979,0.0,5,5,6,6,8,11,28,120,860,860,860
GET,GET /api/student-responses,1469,0,11,22.08241439831037,8.608682001067791,1471.6163819975918,19878.87066031314,4.901536092272658,0.0,11,13,14,15,18,23,48,300,1400,1500,1500
GET,GET /api/student-responses (load sheet),3543,0,12,57.82567268251223,9.02165599836735,2054.3195239952183,19878.579452441434,11.821744298789671,0.0,12,13,15,16,27,320,870,1100,1800,2100,2100
GET,GET /api/students,1486,0,8,24.792816680921465,5.559307996009011,1888.3509789957316,13022.0,4.9582591103588625,0.0,8,10,14,18,43,57,110,530,1200,1900,1900
POST,POST /api/authenticate,200,0,12000.0,10476.192981940043,1245.6934540023212,15528.072107998014,655.0,0.6673296245435886,0.0,12000,13000,14000,14000,14000,14000,15000,15000,16000,16000,16000
PUT,PUT /api/student-responses (grade),3219,0,53,63.75954932252636,23.39346100052353,1423.0460179969668,396.51382416899656,10.740670307029058,0.0,53,63,70,75,90,110,140,180,1300,1400,1400
,Aggregated,26987,0,6,125.03066062723445,2.7116739947814494,15528.072107998014,5874.575721643754,90.04612288778912,0.0,6,11,15,28,61,150,860,1800,14000,15000,16000
