Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,1868,0,5,9.979139982852919,3.3385479982825927,253.4206920026918,883.0,6.2380040593046,0.0,5,6,7,9,18,38,59,110,220,250,250
GET,GET /api/exam-sheets,1098,0,5,7.064470105643823,3.7892840045969933,307.7176099977805,2253.877049180328,3.66666405627219,0.0,5,6,6,6,8,9,16,87,250,310,310
GET,GET /api/exam-sheets (progress),871,0,5,6.67909653502825,3.810896996583324,191.4795150005375,2253.9001148105626,2.90861966576783,0.0,5,6,6,7,8,10,18,39,190,190,190
GET,GET /api/exam-sheets (setup),100,0,95,112.50083667036961,4.538465000223368,323.47522599593503,2254.03,0.33394026013407924,0.0,98,130,150,160,230,230,290,320,320,320,320
GET,GET /api/exams,1419,0,6,7.163577258086519,4.250770005455706,184.40109500079416,818.0,4.7386122913025845,0.0,6,6,7,7,9,10,15,36,170,180,180
GET,GET /api/exams (setup),100,0,110.0,162.6826064402121,5.3435680019902065,770.1594929967541,818.0,0.33394026013407924,0.0,110,140,190,230,390,530,590,770,770,770,770
GET,GET /api/exams/{id},1433,0,4,5.415146502554513,2.9478840006049722,210.72151100088377,271.3314724354501,4.785363927721355,0.0,4,4,5,5,6,7,13,39,180,210,210
GET,GET /api/final-results,381,0,5,6.796049876323427,3.5849440027959645,259.54975000058766,2958.0,1.2723123911108418,0.0,5,5,6,6,7,8,12,66,260,260,260
GET,GET /api/questions,1127,0,5,7.542478085286924,4.031404998386279,319.66309400013415,6742.0204081632655,3.7635067317110726,0.0,5,6,6,7,8,10,21,76,190,320,320
GET,GET /api/questions (setup),100,0,99,105.51205965028203,5.236265002167784,277.32549700158415,6742.41,0.33394026013407924,0.0,99,130,140,150,180,210,260,280,280,280,280
GET,GET /api/questions (switch),384,0,5,6.209373242218892,4.0672169998288155,76.98077199893305,6741.9140625,1.2823305989148641,0.0,5,6,6,7,7,9,12,16,77,77,77
GET,GET /api/student-responses,737,0,12,15.750772035320171,9.548111993353814,465.84028100187425,19879.081411126186,2.4611397171881637,0.0,12,14,15,16,18,20,26,100,470,470,470
GET,GET /api/student-responses (load sheet),1847,0,13,25.080301891241824,9.472024001297541,514.6000430031563,19879.29669734705,6.167876604676443,0.0,13,14,15,16,22,100,220,260,500,510,510
GET,GET /api/students,750,0,8,12.28554738930931,5.734890000894666,253.38068199926056,13022.0,2.504551951005594,0.0,8,10,11,12,20,35,51,69,250,250,250
POST,POST /api/authenticate,100,0,5900.0,6096.724743869638,782.2663719998673,8180.56817100296,655.0,0.33394026013407924,0.0,5900,7700,7900,8000,8000,8100,8200,8200,8200,8200,8200
PUT,PUT /api/student-responses (grade),1677,0,48,53.5156416028901,24.98660999845015,275.036971004738,396.3613595706619,5.6001781624485085,0.0,48,54,60,65,80,94,120,140,190,280,280
,Aggregated,13992,0,7,62.05317007572984,2.9478840006049722,8180.56817100296,5845.993710691824,46.72492119796036,0.0,7,11,14,18,49,76,160,280,8000,8200,8200
