Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,932,0,6,9.154615361624334,3.62580699584214,218.4873410005821,883.0,3.115339775819171,0.0,6,6,7,9,17,30,39,49,220,220,220
GET,GET /api/exam-sheets,545,0,6,7.603684844077488,4.023460001917556,107.20472100365441,2254.126605504587,1.821738388220438,0.0,6,7,7,7,9,10,21,61,110,110,110
GET,GET /api/exam-sheets (progress),428,0,6,6.923199530430334,4.111795999051537,56.641816001501866,2253.88785046729,1.430649596620821,0.0,6,7,7,7,8,11,16,22,57,57,57
GET,GET /api/exam-sheets (setup),50,0,55,63.70355428007315,5.304102000081912,245.32261800050037,2253.94,0.16713196222205853,0.0,55,65,74,97,150,160,250,250,250,250,250
GET,GET /api/exams,745,0,7,7.346289002775268,4.434604001289699,62.19670700374991,818.0,2.4902662371086723,0.0,7,7,8,8,9,11,14,17,62,62,62
GET,GET /api/exams (setup),50,0,61,71.96537628056831,8.389117996557616,154.14782900188584,818.0,0.16713196222205853,0.0,63,86,100,110,140,150,150,150,150,150,150
GET,GET /api/exams/{id},743,0,5,5.302175525022786,3.090227000939194,66.15783500456018,271.2543741588156,2.4835809586197897,0.0,5,5,5,6,6,8,12,15,66,66,66
GET,GET /api/final-results,185,0,6,6.759808410660716,3.9864209975348786,61.62493900046684,2958.0,0.6183882602216165,0.0,6,6,7,7,8,10,15,51,62,62,62
GET,GET /api/questions,562,0,6,8.107150583682305,4.293591002351604,161.78206099721137,6742.428825622776,1.878563255375938,0.0,6,7,7,8,8,10,16,60,160,160,160
GET,GET /api/questions (setup),50,0,56,70.1669974194374,4.606609996699262,203.82774400059134,6742.18,0.16713196222205853,0.0,59,94,110,110,140,150,200,200,200,200,200
GET,GET /api/questions (switch),215,0,6,7.18296050719462,4.287812000256963,51.69403699983377,6741.762790697674,0.7186674375548517,0.0,6,7,7,7,9,11,12,41,52,52,52
GET,GET /api/student-responses,367,0,14,16.01765751771674,9.962044001440518,125.75731999822892,19877.561307901906,1.2267486027099097,0.0,14,16,17,18,19,22,25,61,130,130,130
GET,GET /api/student-responses (load sheet),891,0,14,21.105491828295758,9.725584997795522,254.75568399997428,19877.11672278339,2.978291566797083,0.0,14,16,18,18,23,71,120,150,250,250,250
GET,GET /api/students,350,0,9,12.204924013972882,6.230926999705844,104.74678599712206,13022.0,1.1699237355544096,0.0,9,11,12,13,19,28,44,52,100,100,100
POST,POST /api/authenticate,50,0,3600.0,3463.720018799795,2017.2183199974825,4251.831745998061,655.0,0.16713196222205853,0.0,3700,3800,3900,3900,4000,4000,4300,4300,4300,4300,4300
PUT,PUT /api/student-responses (grade),864,0,47,51.67476119994616,27.486439001222607,181.05489099980332,394.84143518518516,2.8880403071971714,0.0,47,52,57,62,75,90,110,120,180,180,180
,Aggregated,7027,0,7,41.19579458089363,3.090227000939194,4251.831745998061,5698.149992884588,23.488725970688105,0.0,7,12,15,19,46,62,100,150,4000,4300,4300
