Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,187,0,10,11.1718332144151,5.815862001327332,62.969026002974715,883.0,0.6255569934556557,0.0,10,11,12,12,14,16,22,48,63,63,63
GET,GET /api/exam-sheets,105,0,12,12.063165914220182,6.8438420057646,32.80120000272291,2253.8285714285716,0.35124857921306873,0.0,12,13,13,14,15,17,19,22,33,33,33
GET,GET /api/exam-sheets (progress),85,0,12,12.271715893567649,8.322768997459207,27.531978994375095,2253.4,0.284344087934389,0.0,12,13,13,14,15,16,19,28,28,28,28
GET,GET /api/exam-sheets (setup),10,0,890.0,889.3615188011609,878.9799700025469,896.5513889997965,2253.4,0.03345224563933988,0.0,890,890,890,900,900,900,900,900,900,900,900
GET,GET /api/exams,149,0,11,12.221992946428719,6.666070003120694,51.13104799966095,818.0,0.4984384600261642,0.0,11,13,14,14,16,17,20,26,51,51,51
GET,GET /api/exams (setup),10,0,85,95.63827259917161,50.59642999549396,142.94100299593993,818.0,0.03345224563933988,0.0,97,110,120,140,140,140,140,140,140,140,140
GET,GET /api/exams/{id},146,0,9,9.205857547423053,4.5194799968157895,57.70177600061288,271.4109589041096,0.48840278633436224,0.0,9,9,10,10,12,13,14,18,58,58,58
GET,GET /api/final-results,32,0,10,11.415378188303293,5.9589249940472655,32.26791199995205,2958.0,0.10704718604588762,0.0,10,11,12,13,13,19,32,32,32,32,32
GET,GET /api/questions,102,0,12,11.928471294060515,7.363768003415316,43.316690003848635,6739.85294117647,0.34121290552126676,0.0,12,12,13,14,16,17,21,23,43,43,43
GET,GET /api/questions (setup),10,0,78,76.03691820186214,58.278026001062244,88.17818699753843,6740.8,0.03345224563933988,0.0,79,79,80,84,88,88,88,88,88,88,88
GET,GET /api/questions (switch),32,0,12,12.324393687777047,7.90897999831941,21.83928299928084,6742.8125,0.10704718604588762,0.0,12,13,14,14,17,20,22,22,22,22,22
GET,GET /api/student-responses,89,0,22,23.17199019119706,13.31763000052888,115.28464399452787,18493.74157303371,0.29772498619012494,0.0,22,24,25,26,28,30,34,120,120,120,120
GET,GET /api/student-responses (load sheet),188,0,21,25.827120452262573,12.978651997400448,129.68179100425914,18266.59574468085,0.6289022180195898,0.0,22,24,26,27,33,49,110,130,130,130,130
GET,GET /api/students,58,0,16,17.671359517533283,8.653659002447966,115.98156499530887,13022.0,0.19402302470817132,0.0,16,17,17,18,22,27,42,120,120,120,120
POST,POST /api/authenticate,10,0,390.0,398.6077593996015,352.44802400120534,440.10677299957024,655.0,0.03345224563933988,0.0,410,420,420,440,440,440,440,440,440,440,440
PUT,PUT /api/student-responses (grade),182,0,54,60.170505055214235,34.016083998722024,173.92993799876422,397.24725274725273,0.6088308706359858,0.0,54,58,66,69,89,100,120,160,170,170,170
,Aggregated,1395,0,13,30.84630196425675,4.5194799968157895,896.5513889997965,5566.32329749104,4.6665882666879135,0.0,13,19,23,27,54,73,120,420,900,900,900
