Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,894,0,6,8.232125038068437,3.5082399990642443,103.59693400096148,883.0,1.4927858582787756,0.0,6,6,7,7,12,25,40,44,100,100,100
GET,GET /api/exam-sheets,548,0,6,6.841530978665212,4.022930006613024,40.40321000502445,2254.0930656934306,0.9150409959024262,0.0,6,7,7,8,9,10,12,15,40,40,40
GET,GET /api/exam-sheets (progress),409,0,6,6.79582790719245,4.000764005468227,38.40356299770065,2253.9413202933983,0.6829411812483436,0.0,6,7,7,7,8,10,12,13,38,38,38
GET,GET /api/exam-sheets (setup),25,0,68,79.30583448032849,21.479550006915815,190.8246480015805,2254.12,0.0417445709809501,0.0,68,73,86,120,170,190,190,190,190,190,190
GET,GET /api/exams,715,0,7,7.6150026588604645,4.474062006920576,107.01027599861845,818.0,1.1938947300551728,0.0,7,7,8,8,9,11,13,14,110,110,110
GET,GET /api/exams (setup),25,0,64,65.39729724114295,12.401157000567764,123.75583901302889,818.0,0.0417445709809501,0.0,64,70,88,89,110,120,120,120,120,120,120
GET,GET /api/exams/{id},760,0,5,5.305803398636942,3.2341689948225394,46.517497990862466,271.30526315789473,1.269034957820883,0.0,5,5,5,6,6,7,9,11,47,47,47
GET,GET /api/final-results,215,0,6,6.491353233049754,3.890621999744326,17.135991001850925,2958.0,0.35900331043617084,0.0,6,7,7,7,8,9,10,13,17,17,17
GET,GET /api/questions,611,0,7,7.112111805082884,4.490235005505383,76.85844600200653,6742.734860883797,1.0202373147744204,0.0,7,7,7,8,8,10,12,15,77,77,77
GET,GET /api/questions (setup),25,0,65,74.16625795944128,10.944449997623451,183.56948300788645,6742.64,0.0417445709809501,0.0,65,77,100,110,160,170,180,180,180,180,180
GET,GET /api/questions (switch),218,0,7,7.0052527705871785,4.476756002986804,18.045157004962675,6743.6697247706425,0.36401265895388485,0.0,7,7,7,8,9,10,14,15,18,18,18
GET,GET /api/student-responses,357,0,14,15.15936601114771,9.686394987511449,84.73508700262755,19879.21568627451,0.5961124736079674,0.0,14,15,16,16,18,20,23,28,85,85,85
GET,GET /api/student-responses (load sheet),863,0,14,16.853216479507196,9.87377599813044,204.00544999574777,19879.425260718424,1.4410225902623974,0.0,14,15,16,17,19,25,44,78,200,200,200
GET,GET /api/students,381,0,10,12.192550963461533,6.455180991906673,106.87437999877147,13022.0,0.6361872617496795,0.0,10,10,11,12,18,26,45,51,110,110,110
POST,POST /api/authenticate,25,0,1800.0,1843.2653053995455,1502.7040839922847,2061.017070998787,655.0,0.0417445709809501,0.0,1800,2000,2000,2000,2100,2100,2100,2100,2100,2100,2100
PUT,PUT /api/student-responses (grade),909,0,48,54.09706366017007,25.679800994112156,316.8838130077347,394.73377337733774,1.5178326008673455,0.0,48,54,59,63,79,96,120,140,320,320,320
,Aggregated,6980,0,7,22.344237230574702,3.2341689948225394,2061.017070998787,5701.7525787965615,11.655084217881267,0.0,7,12,15,16,45,57,84,110,2000,2100,2100
