Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,6428,0,4,17.84213577758765,3.134202997898683,1521.6785299999174,883.0,10.730163592820658,0.0,4,7,10,14,39,53,83,190,1100,1500,1500
GET,GET /api/exam-sheets,3964,0,4,12.229368406590423,3.5018800117541105,920.7857240107842,2254.007568113017,6.61704550123539,0.0,4,5,5,6,7,10,23,390,810,920,920
GET,GET /api/exam-sheets (progress),3008,0,4,10.71391384526249,3.3652429992798716,1422.2919799940428,2254.03789893617,5.021209098818379,0.0,4,5,5,6,7,9,18,140,910,1400,1400
GET,GET /api/exam-sheets (setup),200,0,590.0,845.9758414546377,5.697863001842052,4949.532621001708,2254.12,0.33385698795334967,0.0,590,770,1500,1500,1900,2300,2900,3300,4900,4900,4900
GET,GET /api/exams,5349,0,5,11.693011643519005,3.9444790018023923,1226.3754010054981,818.0,8.929005142812336,0.0,5,6,6,7,9,12,31,230,750,1200,1200
GET,GET /api/exams (setup),200,0,580.0,798.3307535303902,17.114992006099783,3650.9923039993737,818.0,0.33385698795334967,0.0,590,790,1000,1000,2100,2100,2200,3300,3700,3700,3700
GET,GET /api/exams/{id},5180,0,3,10.060628435478845,2.699085001950152,2240.280547994189,271.3455598455598,8.646895987991757,0.0,3,4,4,5,6,8,15,170,930,2200,2200
GET,GET /api/final-results,1322,0,4,13.830463523352952,3.4612529998412356,1018.7056069989922,2958.0,2.206794690371641,0.0,4,5,5,6,7,10,30,400,820,1000,1000
GET,GET /api/questions,3860,0,5,10.334662208985808,3.7547340034507215,1433.749750998686,6742.331347150259,6.443439867499648,0.0,5,5,6,6,8,10,20,110,730,1400,1400
GET,GET /api/questions (setup),200,0,550.0,760.4906970453885,8.24009400093928,3141.2070189981023,6742.64,0.33385698795334967,0.0,550,680,910,1200,1600,2000,3100,3100,3100,3100,3100
GET,GET /api/questions (switch),1475,0,5,8.705197267591464,3.907008998794481,790.4083550092764,6742.359322033898,2.4621952861559535,0.0,5,5,6,6,8,11,16,61,550,790,790
GET,GET /api/student-responses,2615,0,11,21.660252041319193,8.8240670011146,3297.613431001082,19879.9724665392,4.365180117490047,0.0,11,13,14,15,18,24,42,280,1400,3300,3300
GET,GET /api/student-responses (load sheet),6226,0,12,38.749537775286726,8.718750003026798,1782.644185994286,19879.98490202377,10.392968034987774,0.0,12,13,15,16,21,88,540,880,1400,1800,1800
GET,GET /api/students,2594,0,8,21.481359817634317,5.547284992644563,1111.8087819922948,13022.0,4.330125133754945,0.0,8,11,15,19,41,57,92,270,910,1100,1100
POST,POST /api/authenticate,200,0,12000.0,10795.874376379867,987.6408420095686,15248.438003996853,655.0,0.33385698795334967,0.0,12000,14000,14000,14000,14000,14000,15000,15000,15000,15000,15000
PUT,PUT /api/student-responses (grade),5961,0,51,63.86456313354552,24.28276199498214,1311.458516996936,395.83006207012244,9.950607525949586,0.0,51,62,69,75,91,110,140,310,1100,1300,1300
,Aggregated,48782,0,6,76.98576422870876,2.699085001950152,15248.438003996853,5761.230371858473,81.43105793170152,0.0,6,11,14,20,52,83,480,900,14000,15000,15000
